1|1|0
2|104|0
3|1|0
4|194|0
5|1|0
6|1|0
7|1|0
8|1|0
9|1|0
10|100|0
11|1|0
12|115|0
13|1|0
14|108|0
15|1|0
16|205|0
17|1|0
18|1816|0
19|1005|0
20|230|0
21|1|0
22|243|0
23|1|0
24|185|0
25|1|0
26|191|0
27|1|0
28|148|0
29|1|0
30|213|0
31|1|0
32|638|0
33|1107|0
34|1|0
35|1|0
36|1|0
37|1|0
38|1|0
39|1|0
40|1|0
41|1|0
42|1|0
43|1|0
44|1|0
45|1|0
46|3|0
47|2|0
48|1|0
49|1|0
50|1|0
51|2|0
52|172|0
53|1|0
54|100|0
55|1|0
56|159|0
57|1|0
58|106|0
59|1|0
60|98|0
61|3|0
62|61|0
63|1|0
64|53|0
65|2|0
66|1|0
67|1|0
68|1|0
69|1|0
70|2|0
71|2|0
72|1|0
73|2|0
74|1|0
75|3|0
76|1|0
77|1|0
78|1|0
79|2|0
80|6|0
81|7|0
82|3|0
83|2|0
84|2|0
85|3|0
86|4|0
87|3|0
88|1|0
89|4|0
90|2|0
91|2|0
92|1|0
93|2|0
94|3|0
95|3|0
96|3|0
97|2|0
98|2|0
99|1|0
100|249|0
101|1|0
102|248|0
103|1|0
104|235|0
105|1|0
106|151|0
107|2|0
108|113|0
109|2|0
110|108|0
111|1|0
112|691|0
113|614|0
114|39|0
115|7|0
116|231|0
117|1|0
118|108|0
119|1|0
120|14|0
121|18|0
122|2|0
123|1|0
124|2|0
125|1|0
126|2|0
127|2|0
128|10|0
129|6|0
130|1|0
131|1|0
132|3|0
133|4|0
134|1|0
135|2|0
136|7|0
137|4|0
138|2|0
139|1|0
140|1|0
141|1|0
142|1|0
143|1|0
144|1|0
145|2|0
146|3|0
147|2|0
148|1|0
149|1|0
150|8|0
151|4|0
152|5|0
153|8|0
154|7|0
155|3|0
156|4|0
157|3|0
158|2|0
159|1|0
160|3|0
161|2|0
162|115|0
163|2|0
164|100|0
165|1|0
166|245|0
167|1|0
168|244|0
169|1|0
170|135|0
171|1|0
172|179|0
173|2|0
174|137|0
175|1|0
176|143|0
177|1|0
178|147|0
179|1|0
180|85|0
181|2|0
182|60|0
183|1|0
184|244|0
185|1|0
186|40|0
187|3|0
188|200|0
189|1|0
190|224|0
191|1|0
192|188|0
193|1|0
194|1|0
195|1|0
196|2|0
197|3|0
198|112|0
199|2|0
200|152|0
201|2|0
202|516|0
203|283|0
204|1727|0
205|1421|0
206|1169|0
207|654|0
208|1|0
209|2|0
210|1|0
211|2|0
212|3|0
213|3|0
214|2|0
215|1|0
216|2|0
217|1|0
218|99|0
219|3|0
220|81|0
221|1|0
222|229|0
223|1|0
224|179|0
225|2|0
226|951|0
227|738|0
228|1043|0
229|1687|0
230|66|0
231|2|0
232|3|0
233|1|0
234|1|0
235|2|0
236|1|0
237|1|0
238|1|0
239|2|0
240|4|0
241|7|0
242|1303|0
243|197|0
244|195|0
245|1022|0
246|67|0
247|4|0
248|216|0
249|1|0
250|2|0
251|2|0
252|65|0
253|3|0
254|14|0
255|8|0
256|85|0
257|5|0
258|2|0
259|4|0
260|38|0
261|4|0
262|1|0
263|98|0
264|74|0
265|3|0
266|2|0
267|1|0
268|5|0
269|2|0
270|1|0
271|1|0
272|1|0
273|1|0
274|1080|0
275|383|0
276|269|0
277|1072|0
278|1306|0
279|528|0
280|55|0
281|1|0
282|74|0
283|3|0
284|67|0
285|1|0
286|41|0
287|6|0
288|3|0
289|2|0
290|3|0
291|5|0
292|1|0
293|9|0
294|5|0
295|8|0
296|6|0
297|8|0
298|40|0
299|2|0
300|76|0
301|1|0
302|2|0
303|4|0
304|1|0
305|2|0
306|16|0
307|3|0
308|79|0
309|2|0
310|2|0
311|7|0
312|1|0
313|9|0
314|12|0
315|6|0
316|3|0
317|3|0
318|36|0
319|86|0
320|39|0
321|2|0
322|21|0
323|15|0
324|17|0
325|13|0
326|75|0
327|3|0
328|2|0
329|1|0
330|2|0
331|2|0
332|63|0
333|3|0
334|4|0
335|5|0
336|219|0
337|1|0
338|3|0
339|2|0
340|6|0
341|51|0
342|2|0
343|2|0
344|3|0
345|13|0
346|1|0
347|1|0
348|10|0
349|7|0
350|147|0
351|1134|0
352|3|0
353|5|0
354|1|0
355|2|0
356|3|0
357|1|0
358|71|0
359|4|0
360|81|0
361|3|0
362|2623|0
363|16|0
364|208|0
365|1458|0
366|753|0
367|902|0
368|1|0
369|1|0
370|1|0
371|1|0
372|1|0
373|1|0
374|1|0
375|1|0
376|132|0
377|1|0
378|203|0
379|1|0
380|225|0
381|1|0
382|8|0
383|12|0
384|976|0
385|581|0
386|44|0
387|241|0
388|654|0
389|381|0
390|509|0
391|1156|0
392|1|0
393|14|0
394|80|0
395|104|0
396|1336|0
397|1501|0
398|10|0
399|10|0
400|89|0
401|63|0
402|87|0
403|88|0
404|12|0
405|12|0
406|50|0
407|60|0
408|1277|0
409|1443|0
410|4|0
411|4|0
412|118|0
413|2|0
414|44|0
415|4|0
416|44|0
417|3|0
418|90|0
419|3|0
420|94|0
421|3|0
422|40|0
423|1|0
424|89|0
425|3|0
426|62|0
427|3|0
428|47|0
429|2|0
430|56|0
431|3|0
432|56|0
433|1|0
434|239|0
435|1|0
436|49|0
437|4|0
438|79|0
439|3|0
440|2|0
441|1|0
442|130|0
443|1|0
444|47|0
445|3|0
446|1|0
447|6|0
448|3|0
449|3|0
450|89|0
451|55|0
452|9|0
453|2|0
454|38|0
455|7|0
456|5|0
457|15|0
458|96|0
459|1|0
460|63|0
461|3|0
462|9|0
463|36|0
464|86|0
465|93|0
466|50|0
467|11|0
468|70|0
469|33|0
470|90|0
471|37|0
472|2|0
473|78|0
474|92|0
475|28|0
476|20|0
477|8|0
478|6|0
479|93|0
480|4|0
481|69|0
482|60|0
483|2|0
484|60|0
485|4|0
486|96|0
487|2|0
488|1|0
489|1|0
490|9|0
491|10|0
492|3|0
493|2|0
494|1|0
495|1|0
496|4|0
497|2|0
